Company Name,Website,Company Description,Industry,Founder Name,Founder LinkedIn ,Founded,Team Size,Location,Socials
Andoria,https://andoria.ai/,"Andoria is an AI web agent that generates in-app walkthroughs for software companies. The AI agent learns how your web application works, gathers data about your user (e.g. background & goal), and generates a custom walkthrough whenever a user needs help. When a user gets stuck, Andoria can step in, and show them exactly what to do by performing such actions. Andoria’s goal is to bring each user to 'activation' from day 1. The best part: setup is only pasting a script tag into your HTML & Andoria takes it from there.","artificial-intelligence, generative-ai, b2b, customer-support, ml","Daryl Budiman, Anirudh Ramprasad","https://www.linkedin.com/in/dbudiman/, https://www.linkedin.com/in/anirudh-ramprasad-7aa7b8215/",2024,2,San Francisco,https://www.linkedin.com/company/andoriaai/
Consus,https://www.consusindustries.co/,"Consus is your single source of truth for government specifications, standards, or handbooks. We verify the active revision of documents, notify you when documents are updated, and make it easy to extract the relevant information.",Government Technology,Eric Magliarditi,https://www.linkedin.com/in/ericmagliarditi/,2024,1,"San Francisco, CA, US / Los Angeles, CA, US / Remote (CA, US)",https://www.linkedin.com/company/consusindustries
Codebuff,https://codebuff.com,The CLI tool that writes code for you,"developer-tools, generative-ai, enterprise-software, ai","James Grugett, Brandon Chen","https://www.linkedin.com/in/james-grugett, https://www.linkedin.com/in/brandon-chen-37b95910a/",2024,2,San Francisco,https://x.com/codebuffai
Alex,https://alexcodes.app,"Alex is a sidebar app that works directly with Xcode, providing features like AI code generation and fast interaction to enhance the iOS development experience.",Software Development,Daniel Edrisian,https://www.linkedin.com/in/daniel-edrisian/,2024,1,"San Francisco, CA, US",https://alexcodes.app
Moonshine,https://usemoonshine.com,APIs for video understanding,"machine-learning, video, media","Ganesh Pimpale, Harsha Gundala","https://www.linkedin.com/in/ganesh-pimpale-864248155/, https://linkedin.com/in/harshagundala",2024,2,San Francisco,https://www.linkedin.com/company/usemoonshine
Riveter AI,https://www.riveterhq.com/,"Riveter is the copilot for corporate strategy. We help growth stage companies like Gusto accelerate strategic decision making, using deep market research and analysis. Riveter's analysis includes extraction and segmentation of data from 10-Ks, Investor Day decks, and other official sources.","Artificial Intelligence, B2B, Analytics, Market Research, AI","Abigail Grills, Erica Clark","https://www.linkedin.com/in/abigailgrills/, https://www.linkedin.com/in/clarkerican/",2024,2,San Francisco,https://www.linkedin.com/company/riveter-hq/
Tiny,https://andtiny.com,"A new kind of ERP system for factories where AI agents automate repetitive workflows, aimed to help factories relying on Excel.","saas, b2b, workflow-automation, manufacturing, enterprise-software","Louis de Valliere, Edward Zhang","https://www.linkedin.com/in/ldevalliere/, https://www.linkedin.com/in/edward-zhang-14685828/",2024,3,"Singapore, Singapore",https://www.linkedin.com/company/and-tiny
Bifrost Orbital,https://bifrostorbital.com/,"At Bifrost Orbital, we're building the future of satellite connectivity. Our mission is to eliminate communication blackouts and dead spots in orbit by providing an always-on, continuous connectivity service for satellites and other spacecraft in low Earth orbit. We're building an optical relay network of satellites to provide 24/7 uplink and downlink support to other satellites in orbit, with increased uptime and higher data rates for TT&C and more.","satellites, aerospace, telecommunications","Onkar Singh, Geffen Avraham","https://www.linkedin.com/in/ionkarbatra/, https://www.linkedin.com/in/geffen-avraham/",2024,2,San Francisco,https://x.com/bifrostorbital/
Vocera,https://www.vocera.ai/,"Vocera is a solution that automates the testing process for AI voice agents. It provides capabilities to prove reliability before going live, test updates seamlessly, and scale operations efficiently by replicating real-world conversations using workflows and personas.",AI Voice Agents,"Tarush Agarwal, Shashij Gupta, Sidhant Kabra","https://www.linkedin.com/in/tarush-agarwal-b14851160/,https://linkedin.com/in/shashij-gupta-671aa614a,https://www.linkedin.com/in/sidhantkabra",2024,3,N/A,https://x.com/VoceraAI
Asha Health,https://asha.health,"Asha Health enables medical practices to launch their own AI clinic, designed to fill crucial care gaps that their brick & mortar clinics are too overburdened to address — all while generating additional revenue on autopilot.","health-tech, healthcare, ai","Akkshay Khoslaa, Gokul Kumarresen","https://www.linkedin.com/in/akkshay/, https://www.linkedin.com/in/gokul-kumarresen/",2024,2,New York,https://www.linkedin.com/company/asha-health-ai/
Revi,https://www.revi.ai/,"Revi helps Investment Banks, PE firms, and Corporate Development teams source new deals using agentic workflows to replicate their end-to-end deal origination process, entirely removing the trade-off between precision and scalability.",AI-enabled M&A deal origination,"Max Nuyen, Benjamin McKinzey","https://www.linkedin.com/in/max-nuyen-460851129/, https://www.linkedin.com/in/benjamin-mckinzey-19952a25b/",2023,10,"New York, NY, US",https://www.linkedin.com/company/revi-ai
Circlemind,https://circlemind.co,Circlemind is an open-source RAG using knowledge graphs and PageRank.,"artificial-intelligence, deep-learning, developer-tools, generative-ai, saas","Antonio Vespoli, Luca Pinchetti, Yuhang Song","https://www.linkedin.com/in/antonio-vespoli-895727121/, https://www.linkedin.com/in/luca-pinchetti-414230222/, https://www.linkedin.com/in/yuhang-song/",2024,3,N/A,N/A
HYBRD,https://www.hybrd.app/,HYBRD is Strava for modern athletes who do more than just cardio. It brings all your training data together by integrating with top wearables and uses AI to make tracking weightlifting easy.,"consumer, fitness, social, digital-health, ai","Ben Katz, Matt Ruiters, Caroline ""Shoe"" Shoemaker, Mats Terwiesch","https://www.linkedin.com/in/benjaminlkatz/, https://www.linkedin.com/in/matthew-c-ruiters/, https://www.linkedin.com/in/shoe-shoemaker/, https://www.linkedin.com/in/mats-terwiesch/",2024,4,Boston,https://www.linkedin.com/company/hybrd-do-hard-things/
PermitPortal,https://permitportalapp.com/,"AI Operating System for Pre-construction. We are building workflows to help developers go from finding and closing development sites to getting a building permit faster. PermitPortal accelerates the most critical parts of the pre-construction phase: finding the right sites, understanding entitlements and navigating local development sentiment.","real-estate, construction, ai","Radu Mazilu, Alexandru Enache","https://www.linkedin.com/in/rgmazilu/, https://linkedin.com/in/alexandru-enache",2024,2,San Francisco,https://www.linkedin.com/company/permitportal/
Sandra AI,https://www.sandra-ai.com,"Building AI employees for car dealers, starting with AI receptionists.","automotive, ai-assistant","Badr El Idrissi Mokdad, Ismail Majjad, Skandere Sahli","https://www.linkedin.com/in/badr-el-idrissi-mokdad-a36336177/, https://linkedin.com/in/ismailmajjad, https://linkedin.com/in/skand%C3%A8re-sahli-8a152616b",2024,3,"Paris, France",https://www.linkedin.com/company/sandra-ai/
CollectWise,https://collectwise.com/,Automating consumer debt collection with AI,Fintech,"Sean OBrien, Vivek Isukapalli","https://linkedin.com/in/sean-o-brien-412b28175, https://linkedin.com/in/vivek-isukapalli-56597a28b",2024,2,N/A,N/A
ShowAndTell,https://www.tryshowandtell.com,"ShowAndTell creates AI agents for dental patient operations. Our agents educate patients, boost case acceptance, and build lasting trust. We enable dental staff to focus on patient care rather than patient operations.","generative-ai, health-tech, dental, ai","Daniel Bessonov, Justin Zhou","https://www.linkedin.com/in/dbessonov/, https://linkedin.com/in/2018jzhou",2024,2,San Francisco,https://www.tryshowandtell.com
Abundant,https://www.abundant.ai/,"Abundant powers reliable and safe AI deployment with real-time human expertise. Our network of specialized operators works alongside AI agents to handle complex edge cases, maintain rigorous safety standards, and generate high-quality training data that continuously improves AI performance.","AI, developer-tools, recruiting, collaboration, aiops","Jesse Hu, Meji Abidoye, Ke Huang","https://www.linkedin.com/in/jessehu, https://www.linkedin.com/in/meji-abidoye/, https://www.linkedin.com/in/kehuangsf",2024,3,San Francisco,https://www.linkedin.com/company/abundant-ai/
Innate,https://innate.bot,"Innate is developing innately intelligent teachable general-purpose robots. Our platforms are simple, accessible, so as to lower the barrier to entry into robotics for everyone.","generative-ai, hard-tech, robotics, consumer, ai-assistant","Axel Peytavin, Vignesh Anand","https://www.linkedin.com/in/axel-peytavin, https://www.linkedin.com/in/vignesh-anand-iitb/",2024,2,Palo Alto,https://x.com/innate_bot
Reticular,https://reticular.ai,"Interpretable AI for drug discovery, helping pharma companies discover drugs with AI models like AlphaFold by making them steerable and interpretable.","AI, Drug Discovery, Biotech, Therapeutics","Nithin Parsan, John Yang","https://linkedin.com/in/nithin-parsan, https://linkedin.com/in/johnyang101",2024,2,San Francisco,https://linkedin.com/company/reticular-yc-f24/
Autumn,https://useautumn.com,Autumn is an abstraction layer between your database and Stripe that lets you build any pricing plan and control feature entitlement.,"saas, b2b, billing","Ayush Rodrigues, John Yeo","https://www.linkedin.com/in/ayrod, https://www.linkedin.com/in/johnyeocx",2024,2,N/A,N/A
supercontrast,https://supercontrast.com/,AI Copilot which empowers anyone to create and refine high quality designs and assets.,"machine-learning, design, design-tools","Carter McClellan, Shravan Kumaran","https://www.linkedin.com/in/carter-mcclellan/, https://www.linkedin.com/in/shravan-kumaran-7b2b80123/",2024,2,San Francisco,https://www.linkedin.com/company/supercontrast/?viewAsMember=true
Galini,https://www.galini.ai/,"Compliance guardrails-as-a-service for AI applications. Galini guardrails-as-a-service filter harmful inputs and outputs based on company policies and industry regulations, making it easy for enterprises to create, test, deploy, and refine guardrails. With Galini, product and engineering leaders know their AI apps are compliant at run-time, saving $1-10M in costs from avoiding in-house builds.","artificial intelligence, saas, b2b, compliance, enterprise","Shaun Ayrton, Raul Zablah","https://www.linkedin.com/in/shaun-ayrton/, https://www.linkedin.com/in/raulzablah",2024,2,San Francisco,https://www.linkedin.com/company/galini-ai/
Leeroo,https://www.leeroo.com/,"Leeroo empowers developers and organizations to turn complex workflows and ideas into production-ready AI systems. Our platform enables the creation of end-to-end trainable Compound Models that combine pre-trained models, tools, and data seamlessly. Not only do we automate model building but also automate the integration of tools and data sources, accelerating the journey from concept to deployment. By abstracting complexity, we allow users to focus on solving problems, not building infrastructure, and deliver scalable, customizable, and fully private solutions.",artificial-intelligence,"Alireza Mohammadshahi, Arshad Shaikh, Majid Yazdani","https://www.linkedin.com/in/alireza-mohammadshahi/, https://www.linkedin.com/in/ars7, https://linkedin.com/in/majid-yazdani-a9032011",2024,3,N/A,https://twitter.com/alireza_mshi
Getcho,https://getcho.app/,"Getcho is a local delivery platform for high-value goods. We are building a high-reliability delivery network on top of high-volume, unreliable fleets, just like how TCP builds reliable end-to-end networking on top of an unreliable base network (IP).","delivery, logistics, e-commerce, retail-tech","Jack Considine, Mike Considine, Evandro Nadal","https://www.linkedin.com/in/johnpconsidine, https://www.linkedin.com/in/mike-considine-700172164, https://www.linkedin.com/in/evandronadal/",2022,3,New York,https://www.linkedin.com/company/getcho
Platus,https://www.platus.com,"Platus delivers fast, reliable legal infrastructure with a no-code platform and API, designed to support SMBs with instant access to notarization, legal drafting, e-signing, and workflow automations.","legaltech, ai, b2b, workflow-automation, compliance","Alexander Sporenberg, Felix Gerlach","https://www.linkedin.com/in/alexsporenberg/, https://www.linkedin.com/in/felixgerlach/",2024,0,N/A,https://linkedin.com/company/platus-inc
Roundabout Technologies,https://roundabout.tech,"Roundabout Technologies makes AI-powered traffic lights, allowing cities to reduce pedestrian deaths, improve traffic, and reduce resident complaints. The company uses computer vision and commodity traffic cameras to build a 3D map of intersections, optimizing traffic signals in real time.","hardware, saas, govtech, computer-vision, transportation","Collin Barnwell, Sabeek Pradhan","https://www.linkedin.com/in/collinbarnwell, https://www.linkedin.com/in/sabeek-pradhan-0135865a",2024,2,San Francisco,https://linkedin.com/company/roundabout-tech
Origami Agents,https://www.origami-agents.com,Agents that find your perfect customers,Sales Automation,"Finn Mallery, Kenson Chung","https://www.linkedin.com/in/finn-m/, https://www.linkedin.com/in/kenson-chung-837849230/",2024,2,N/A,https://x.com/fin465
PearAI,https://trypear.ai,The Open Source and Extendable AI Code Editor.,"developer-tools, open-source, culture, ai","Nang Ang, Duke Pan","https://linkedin.com/in/nathanang, https://linkedin.com/in/matthewdukepan",2024,2,San Francisco,https://x.com/trypearai
RiskCube,https://riskcube.com,"RiskCube is an AI-driven insurance broker for Property & Casualty (P&C) risks, helping businesses secure relevant insurance policies by identifying specific risks such as floods and hurricanes.","fintech, saas, b2b, insurance",Andrei Craciunescu,https://www.linkedin.com/in/andrei-craciunescu/,2024,2,San Francisco,https://www.linkedin.com/in/andrei-craciunescu/
Fresco,https://fresco-ai.com/,"Fresco helps construction superintendents take 1000s of pages of notes, 10x faster. We automate the process of completing progress notes and punch lists, reducing time requirements from hours to minutes.","construction, compliance, note-taking, ai-assistant","Arvind Veluvali, Akhil Gupta","https://linkedin.com/in/arvindveluvali, https://linkedin.com/in/akhil-climate",2024,2,San Francisco,https://linkedin.com/in/arvindveluvali
Forerunner AI,https://tryforerunner.com,"Copilot for aerospace engineers making rockets, munitions, satellites","artificial-intelligence, manufacturing, aerospace","Yash Kadadi, Will Nida","https://linkedin.com/in/yashkadadi, https://linkedin.com/in/william-nida",2024,2,San Francisco,https://linkedin.com/company/tryforerunner/
Crustdata,https://crustdata.com,"Crustdata provides live company and people data via APIs. We make hard to get data easy to use at scale and serve use cases like automatic pipeline building, pipeline prioritization, champion watching, company and people triggers for sales and marketing automation, investment deal sourcing.",B2B Data,"Abhilash Chowdhary, Manmohit Grewal, Chris Pisarski","https://linkedin.com/in/abhilash-chowdhary, https://www.linkedin.com/in/manmohitgrewal/, https://linkedin.com/in/chris-pisarski",N/A,8,"San Francisco, CA, US",https://twitter.com/thechowdhary
Gander,https://usegander.com,"Gander is bringing LLMs to the airline industry starting with customer service. Our first products help airlines automate the process of calculating compensation for flight disruptions and baggage issues, while our proactive voice agent calls customers to get them on a new flight when they are delayed or cancelled.","artificial-intelligence, saas, customer-support","Arjan Guglani, Andrew Dixon","https://www.linkedin.com/in/arjanguglani, https://www.linkedin.com/in/andrewdixon139/",2024,3,New York,https://www.linkedin.com/company/usegander
Keye,https://www.keye.co,"Keye is an AI software that lets private equity firms do due diligence for acquisitions faster and more accurately. Our customers can evaluate 10x more deals and fund better companies which leads directly to better returns/more alpha. Our system is the first of its kind to instantly generate complex, comprehensive data packs from raw data in any format, directly from the data room.","artificial-intelligence, finance, investing, enterprise-software","Rohan Parikh, Conor Brown, Lalit Lal","https://www.linkedin.com/in/parikhrohan/, https://www.linkedin.com/in/conor-brown-9a02849b/, https://www.linkedin.com/in/lalitlal",2024,3,New York,https://www.keye.co
Melder,https://melder.io,AI Data Integration for Supply Chain,"generative-ai, supply-chain, procurement, data-engineering, ai","Ashwin Dharne, Philip Brewer","https://www.linkedin.com/in/ashwindharne/, https://www.linkedin.com/in/philip-brewer/",2024,2,New York,https://www.linkedin.com/company/105488660/admin/dashboard/
Rulebase,https://rulebase.co,"AI agents for fraud detection and investigations. We build AI agents that protect fintechs and banks from account takeovers, impersonations, and phishing attacks, while also automating fraud investigations. Our AI agent gathers and analyzes all the necessary evidence, reducing the average investigation time from 30 minutes to just 2 minutes.","fraud-detection, fraud-prevention, finance, finops","Olaoluwa Gideon Ebose, Chidi Williams","https://linkedin.com/in/gideon-ebose-2a5187100, https://www.linkedin.com/in/chidiwilliams/",N/A,2,N/A,https://linkedin.com/in/gideon-ebose-2a5187100
Variant,https://variant.ai,"Variant is building the state-of-the-art model for software design. Our first milestone, icon generation, already surpasses existing approaches.","artificial-intelligence, developer-tools, design-tools, ai","Ben South Lee, Daniel Bulhosa Solórzano","https://www.linkedin.com/in/hoopla, https://www.linkedin.com/in/dbulhosa/",2024,2,San Francisco,https://www.linkedin.com/company/variantui/
Astrix Health,https://www.astrix.health,Astrix builds AI purchasing agents for healthcare providers. Astrix agents normalize and aggregate billions of data points on medical supply pricing allowing providers to make informed purchasing decisions.,"artificial-intelligence, machine-learning, healthcare, supply-chain","Abhinav Swaminathan, Thomas Blake","https://www.linkedin.com/in/abuswami/, https://www.linkedin.com/in/thomas-blake-abbba0151/",2024,2,New York,https://www.linkedin.com/company/astrix-health
Encore,https://www.shopencore.ai/,"Encore is your go-to online shopping assistant for finding secondhand treasures. Our conversational search platform makes it easy and fun to browse platforms like Depop, eBay, Grailed, and Poshmark—all in one place. Whether you’re after styling tips, honest reviews, trend ideas, or tracking down that cool piece you saw in a movie or on social media, we’ve got you covered.","artificial-intelligence, consumer, retail-tech","Alex Ruber, Parth Chopra","https://linkedin.com/in/alex-ruber, https://linkedin.com/in/parthematics",2024,2,San Francisco,https://www.linkedin.com/company/encore-ai-labs
Surge,https://surgemsg.com,"Surge is Stripe for telephony. Our team has experience building telephony software at billion dollar scale. Because of increased regulation, Twilio and other SMS APIs take weeks to onboard new customers, but we can get startups onboarded same day. Surge will win the market by enabling easy carrier registration and keeping customers with our higher level APIs and no code UI components. We have 11 paying customers so far, and our revenue is growing 58% month over month.","saas, api, no-code, sms, telecommunications","Dennis Beatty, Brett Beatty","https://linkedin.com/in/dnsbty, https://www.linkedin.com/in/brett-t-beatty",2024,2,"Lehi, UT",https://linkedin.com/in/dnsbty
Luthor,https://luthor.ai,"Luthor is an AI-powered copilot for marketing compliance that scans all your marketing content in real-time to flag risky language and suggest fixes, ensuring adherence to regulations from agencies like the FTC, FDA, and SEC.","Artificial Intelligence, B2B, Marketing","Glenn Espinosa, John Espinosa","https://www.linkedin.com/in/glennespinosa, https://www.linkedin.com/in/johnespinosa1988/",2024,2,"San Francisco, CA, US",https://www.linkedin.com/company/luthor
Synth,https://www.usesynth.ai,We help AI agents learn from data.,"Artificial Intelligence, Infrastructure, Reinforcement Learning",Josh Purtell,https://www.linkedin.com/in/joshua-purtell/,2024,2,San Francisco,https://x.com/JoshPurtell
Afternoon.co,https://afternoon.co,AI Bookkeeping and tax platform for ecommerce & startup founders.,saas,"Roman Zubenko, Benjamin Paik","https://www.linkedin.com/in/romanzubenko/, https://www.linkedin.com/in/benjaminpaik",2024,2,New York,https://twitter.com/romanzubenko
Foundry,https://www.thefoundryai.com/,"Foundry is the world model for your AI agent, empowering companies to build and productionize agents that automate entire workflows—like customer support, recruiting, and sales—and productionize them in minutes/hours, not weeks/months.","developer-tools, workflow-automation, no-code, automation, ai","Manil Lakabi, Pranav Raja","https://linkedin.com/in/manillakabi, https://www.linkedin.com/in/pranav-raja-590052182?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app",2024,2,San Francisco,https://www.thefoundryai.com/
Gait,https://getgait.com,"Gait is a Cursor and VS Code extension that will let you view the prompt that generated code, continue off of your coworker's conversations, and view analytics on your AI codegen use.","Developer Tools, AI","Alex Hsia, Kyle Li","https://www.linkedin.com/in/ahsia/, https://www.linkedin.com/in/kyleli626/",2024,2,San Francisco,https://www.linkedin.com/company/gaitinc/
Metreecs,https://www.metreecs.com,AI-powered demand forecasting for retail,"Artificial Intelligence, Machine Learning, Retail Tech","Martin Dimitrov, Elie Dufeu, Thibaut Pellegrin","https://www.linkedin.com/in/mardimitrov/, https://www.linkedin.com/in/elie-dufeu-goldenberg, https://www.linkedin.com/in/thibaut-pellegrin-0b4353171/",2024,3,"Paris, IDF, FR",https://www.linkedin.com/company/metreecs/
telli,https://telli.com/en/,"telli is building AI voice agents that convert leads into sales opportunities for B2C companies. It automates the role of a pre-sales agent, end to end, helping in industries such as energy, real estate, medical products, and home services.","artificial-intelligence, saas, b2b","Finn zur Muehlen, Philipp Baumanns, Seb Hapte-Selassie","https://www.linkedin.com/in/finnzurmuehlen/, https://www.linkedin.com/in/philipp-baumanns-a2986ab9/, https://www.linkedin.com/in/sebhs/",2024,5,"Berlin, Germany",https://www.linkedin.com/company/tellitechnologies/
Protegee,http://protegee.ai,Payments API for AI Voice Agents,"fintech, payments, infrastructure, trust-&-safety, ai","Kirthi Banothu, Xiaoyu Li","https://linkedin.com/in/kirthibanothu, https://linkedin.com/in/xiaoyuli240",2024,2,San Francisco,https://linkedin.com/company/protegee-ai/about/